# MD Simulation - NVT Ensemble
# Timestep: 0.1 fs
#     Step     Time(fs)      Temp(K)          KE(Ha)          PE(Ha)          TE(Ha)
       886       88.600       677.36      0.07078775   -756.79503443   -756.72424668
       887       88.700       697.33      0.07287439   -756.79556511   -756.72269071
       888       88.800       716.34      0.07486107   -756.79595027   -756.72108920
       889       88.900       721.09      0.07535742   -756.79616322   -756.72080579
       890       89.000       726.00      0.07587030   -756.79618123   -756.72031093
       891       89.100       718.46      0.07508279   -756.79599426   -756.72091147
       892       89.200       695.10      0.07264178   -756.79560419   -756.72296241
       893       89.300       677.69      0.07082192   -756.79503278   -756.72421086
       894       89.400       650.95      0.06802733   -756.79430962   -756.72628229
       895       89.500       623.92      0.06520269   -756.79348634   -756.72828365
       896       89.600       591.87      0.06185273   -756.79262538   -756.73077265
       897       89.700       566.80      0.05923349   -756.79180461   -756.73257113
       898       89.800       542.55      0.05669875   -756.79109309   -756.73439434
       899       89.900       519.93      0.05433495   -756.79056094   -756.73622598
       900       90.000       512.16      0.05352316   -756.79026300   -756.73673984
       901       90.100       504.39      0.05271065   -756.79022414   -756.73751349
       902       90.200       515.25      0.05384619   -756.79044605   -756.73659986
       903       90.300       526.56      0.05502834   -756.79090370   -756.73587536
       904       90.400       538.52      0.05627794   -756.79154628   -756.73526834
       905       90.500       565.50      0.05909696   -756.79230852   -756.73321156
       906       90.600       590.21      0.06167964   -756.79312528   -756.73144564
       907       90.700       610.80      0.06383110   -756.79392786   -756.73009676
       908       90.800       636.56      0.06652330   -756.79465564   -756.72813234
       909       90.900       648.81      0.06780387   -756.79526952   -756.72746566
       910       91.000       660.66      0.06904243   -756.79573582   -756.72669339
       911       91.100       663.10      0.06929668   -756.79604423   -756.72674755
       912       91.200       665.05      0.06950074   -756.79619318   -756.72669245
       913       91.300       671.07      0.07012972   -756.79619220   -756.72606248
       914       91.400       661.80      0.06916175   -756.79605415   -756.72689240
       915       91.500       653.49      0.06829248   -756.79580073   -756.72750825
       916       91.600       642.08      0.06709991   -756.79545338   -756.72835347
       917       91.700       621.29      0.06492816   -756.79503821   -756.73011005
       918       91.800       614.92      0.06426159   -756.79458117   -756.73031957
       919       91.900       593.43      0.06201644   -756.79410137   -756.73208494
       920       92.000       575.14      0.06010439   -756.79362582   -756.73352144
       921       92.100       560.55      0.05857982   -756.79317467   -756.73459484
       922       92.200       547.92      0.05726034   -756.79276462   -756.73550428
       923       92.300       535.51      0.05596378   -756.79241050   -756.73644672
       924       92.400       525.85      0.05495430   -756.79212683   -756.73717253
       925       92.500       527.09      0.05508304   -756.79192388   -756.73684084
       926       92.600       513.96      0.05371131   -756.79180756   -756.73809625
       927       92.700       505.01      0.05277545   -756.79178688   -756.73901143
       928       92.800       502.60      0.05252458   -756.79186426   -756.73933968
       929       92.900       506.90      0.05297307   -756.79204181   -756.73906874
       930       93.000       511.45      0.05344936   -756.79231665   -756.73886728
       931       93.100       517.59      0.05409080   -756.79268306   -756.73859227
       932       93.200       533.35      0.05573748   -756.79313222   -756.73739475
       933       93.300       551.90      0.05767619   -756.79365491   -756.73597872
       934       93.400       575.00      0.06009011   -756.79423483   -756.73414473
       935       93.500       591.04      0.06176659   -756.79485397   -756.73308738
       936       93.600       609.63      0.06370903   -756.79548517   -756.73177613
       937       93.700       628.61      0.06569307   -756.79610371   -756.73041064
       938       93.800       645.80      0.06748878   -756.79668212   -756.72919334
       939       93.900       663.63      0.06935234   -756.79719237   -756.72784003
       940       94.000       672.24      0.07025245   -756.79760424   -756.72735179
       941       94.100       680.53      0.07111857   -756.79789120   -756.72677264
       942       94.200       678.61      0.07091823   -756.79803230   -756.72711407
       943       94.300       669.37      0.06995225   -756.79801380   -756.72806155
       944       94.400       661.76      0.06915749   -756.79783320   -756.72867571
       945       94.500       650.61      0.06799134   -756.79749798   -756.72950664
       946       94.600       631.61      0.06600669   -756.79702649   -756.73101980
       947       94.700       610.44      0.06379416   -756.79645456   -756.73266040
       948       94.800       585.48      0.06118510   -756.79582792   -756.73464282
       949       94.900       556.04      0.05810831   -756.79520283   -756.73709451
       950       95.000       531.61      0.05555626   -756.79463917   -756.73908291
       951       95.100       505.74      0.05285236   -756.79418749   -756.74133512
       952       95.200       499.81      0.05223240   -756.79389197   -756.74165957
       953       95.300       491.15      0.05132716   -756.79377043   -756.74244327
       954       95.400       493.20      0.05154170   -756.79382825   -756.74228656
       955       95.500       502.34      0.05249688   -756.79405164   -756.74155477
       956       95.600       528.01      0.05517943   -756.79441126   -756.73923183
       957       95.700       546.23      0.05708394   -756.79486806   -756.73778412
       958       95.800       570.04      0.05957221   -756.79537340   -756.73580119
       959       95.900       593.61      0.06203557   -756.79588169   -756.73384612
       960       96.000       608.29      0.06356926   -756.79635447   -756.73278521
       961       96.100       620.55      0.06485032   -756.79675768   -756.73190736
       962       96.200       632.83      0.06613350   -756.79707391   -756.73094041
       963       96.300       650.61      0.06799194   -756.79729355   -756.72930161
       964       96.400       645.14      0.06742025   -756.79741211   -756.72999186
       965       96.500       653.41      0.06828476   -756.79743381   -756.72914905
       966       96.600       646.14      0.06752438   -756.79736473   -756.72984035
       967       96.700       635.75      0.06643929   -756.79721764   -756.73077835
       968       96.800       631.29      0.06597291   -756.79700585   -756.73103294
       969       96.900       609.95      0.06374308   -756.79674093   -756.73299786
       970       97.000       591.15      0.06177805   -756.79644019   -756.73466215
       971       97.100       579.43      0.06055311   -756.79611937   -756.73556627
       972       97.200       560.96      0.05862265   -756.79578548   -756.73716283
       973       97.300       540.80      0.05651668   -756.79545646   -756.73893978
       974       97.400       523.93      0.05475321   -756.79514202   -756.74038881
       975       97.500       515.58      0.05388038   -756.79485569   -756.74097531
       976       97.600       515.10      0.05383020   -756.79460521   -756.74077500
       977       97.700       512.60      0.05356898   -756.79439836   -756.74082939
       978       97.800       498.62      0.05210796   -756.79424370   -756.74213574
       979       97.900       500.65      0.05232024   -756.79415531   -756.74183507
       980       98.000       503.70      0.05263912   -756.79413688   -756.74149776
       981       98.100       504.32      0.05270363   -756.79419558   -756.74149195
       982       98.200       504.11      0.05268223   -756.79433517   -756.74165294
       983       98.300       503.42      0.05260973   -756.79455499   -756.74194526
       984       98.400       513.22      0.05363446   -756.79485197   -756.74121752
       985       98.500       519.10      0.05424797   -756.79522105   -756.74097308
       986       98.600       533.40      0.05574240   -756.79564799   -756.73990560
       987       98.700       545.99      0.05705897   -756.79612046   -756.73906149
       988       98.800       561.56      0.05868530   -756.79661518   -756.73792988
       989       98.900       571.28      0.05970197   -756.79711141   -756.73740944
       990       99.000       592.79      0.06194958   -756.79757778   -756.73562820
       991       99.100       610.23      0.06377231   -756.79799400   -756.73422169
       992       99.200       630.18      0.06585650   -756.79832743   -756.73247094
       993       99.300       634.05      0.06626138   -756.79855545   -756.73229407
       994       99.400       635.02      0.06636222   -756.79865456   -756.73229234
       995       99.500       640.33      0.06691796   -756.79861566   -756.73169770
       996       99.600       630.57      0.06589759   -756.79843538   -756.73253778
       997       99.700       615.94      0.06436870   -756.79812511   -756.73375640
       998       99.800       611.18      0.06387091   -756.79770879   -756.73383787
       999       99.900       590.80      0.06174096   -756.79721526   -756.73547430
      1000      100.000       576.22      0.06021802   -756.79669246   -756.73647444
